random_change,copy_best,learn_change,copy_all,inst_success,majority,time,inst_rule1,inst_rule2,inst_rule3,inst_rule4,inst_rule5,inst_rule6,voting,run_id,agent1_soc,agent2_soc,agent3_soc,agent4_soc,agent5_soc,agent6_soc,agent7_soc,agent8_soc,agent9_soc,agent10_soc,agent11_soc,agent12_soc,agent13_soc,agent14_soc,agent15_soc,agent16_soc,agent17_soc,agent18_soc,agent19_soc,agent20_soc,agent21_soc,agent22_soc,agent23_soc,agent24_soc
0.3,0.5,0.2,all,0.5,True,1,0.0,0.0,0.0,0.0,0.0,0.0,False,1,21.172201661934306,21.270264433648137,21.670440435741007,21.11438215165742,22.99193748208753,23.82465530904547,18.46854129631852,21.761070777058606,21.095097647291233,20.68461475678285,19.018789308176263,20.989552920264174,18.443120441174454,15.707557626379213,23.324344138809376,19.150996751636583,20.65853067922613,20.097626206949766,21.255160447148153,20.216769557769837,22.58430117058938,18.339354229348977,17.516433627634715,19.643466458401413
0.3,0.5,0.2,all,0.5,True,2,0.0,0.0,0.0,0.0,0.0,0.0,False,1,22.422201661934306,21.520264433648137,22.670440435741007,21.86438215165742,23.24193748208753,23.82465530904547,19.21854129631852,22.761070777058606,21.845097647291233,20.68461475678285,19.268789308176263,21.989552920264174,18.443120441174454,15.707557626379213,23.574344138809376,19.400996751636583,21.15853067922613,21.097626206949766,22.255160447148153,20.716769557769837,22.58430117058938,18.339354229348977,18.266433627634715,20.893466458401413
0.3,0.5,0.2,all,0.5,True,3,0.0,0.0,0.0,0.0,0.0,0.0,False,1,23.672201661934306,21.770264433648137,23.670440435741007,22.61438215165742,23.49193748208753,23.82465530904547,19.96854129631852,23.761070777058606,22.595097647291233,20.68461475678285,19.518789308176263,22.989552920264174,18.443120441174454,15.707557626379213,23.824344138809376,19.650996751636583,21.65853067922613,22.097626206949766,23.255160447148153,21.216769557769837,22.58430117058938,18.339354229348977,19.016433627634715,22.143466458401413
0.3,0.5,0.2,all,0.5,True,4,0.0,0.0,0.0,0.0,0.0,0.0,False,1,24.922201661934306,22.020264433648137,24.670440435741007,23.36438215165742,23.74193748208753,23.82465530904547,20.71854129631852,24.761070777058606,23.345097647291233,20.68461475678285,19.768789308176263,23.989552920264174,18.443120441174454,15.707557626379213,24.074344138809376,19.900996751636583,22.15853067922613,23.097626206949766,24.255160447148153,21.716769557769837,22.58430117058938,18.339354229348977,19.766433627634715,23.393466458401413
0.3,0.5,0.2,all,0.5,True,5,0.0,0.0,0.0,0.0,0.0,0.0,False,1,26.172201661934306,22.270264433648137,25.670440435741007,24.11438215165742,23.99193748208753,23.82465530904547,21.46854129631852,25.761070777058606,24.095097647291233,20.68461475678285,20.018789308176263,24.989552920264174,18.443120441174454,15.707557626379213,24.324344138809376,20.150996751636583,22.65853067922613,24.097626206949766,25.255160447148153,22.216769557769837,22.58430117058938,18.339354229348977,20.516433627634715,24.643466458401413
0.3,0.5,0.2,all,0.5,True,6,0.0,0.0,0.0,0.0,0.0,0.0,False,1,27.422201661934306,22.520264433648137,26.670440435741007,24.86438215165742,24.24193748208753,23.82465530904547,22.21854129631852,26.761070777058606,24.845097647291233,20.68461475678285,20.268789308176263,25.989552920264174,18.443120441174454,15.707557626379213,24.574344138809376,20.400996751636583,23.15853067922613,25.097626206949766,26.255160447148153,22.716769557769837,22.58430117058938,18.339354229348977,21.266433627634715,25.893466458401413
0.3,0.5,0.2,all,0.5,True,7,0.0,0.0,0.0,0.0,0.0,0.0,False,1,28.672201661934306,22.770264433648137,27.670440435741007,25.61438215165742,24.49193748208753,23.82465530904547,22.96854129631852,27.761070777058606,25.595097647291233,20.68461475678285,20.518789308176263,26.989552920264174,18.443120441174454,15.707557626379213,24.824344138809376,20.650996751636583,23.65853067922613,26.097626206949766,27.255160447148153,23.216769557769837,22.58430117058938,18.339354229348977,22.016433627634715,27.143466458401413
0.3,0.5,0.2,all,0.5,True,8,0.0,0.0,0.0,0.0,0.0,0.0,False,1,29.922201661934306,23.020264433648137,28.670440435741007,26.36438215165742,24.74193748208753,23.82465530904547,23.71854129631852,28.761070777058606,26.345097647291233,20.68461475678285,20.768789308176263,27.989552920264174,18.443120441174454,15.707557626379213,25.074344138809376,20.900996751636583,24.15853067922613,27.097626206949766,28.255160447148153,23.716769557769837,22.58430117058938,18.339354229348977,22.766433627634715,28.393466458401413
0.3,0.5,0.2,all,0.5,True,9,0.0,0.0,0.0,0.0,0.0,0.0,False,1,31.172201661934306,23.270264433648137,29.670440435741007,27.11438215165742,24.99193748208753,23.82465530904547,24.46854129631852,29.761070777058606,27.095097647291233,20.68461475678285,21.018789308176263,28.989552920264174,18.443120441174454,15.707557626379213,25.324344138809376,21.150996751636583,24.65853067922613,28.347626206949766,29.255160447148153,24.216769557769837,22.58430117058938,18.339354229348977,23.516433627634715,29.643466458401413
0.3,0.5,0.2,all,0.5,True,10,0.0,0.0,0.0,0.0,0.0,0.0,False,1,32.42220166193431,23.520264433648137,30.670440435741007,27.86438215165742,25.24193748208753,23.82465530904547,25.21854129631852,30.761070777058606,27.845097647291233,20.68461475678285,21.268789308176263,29.989552920264174,18.443120441174454,15.707557626379213,25.574344138809376,21.400996751636583,25.15853067922613,29.597626206949766,30.255160447148153,24.716769557769837,22.58430117058938,18.339354229348977,24.266433627634715,30.893466458401413
